ObjCoeff,yLP,Dual,RC,yInt,,,,
0.522241,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000314_0.000000_0.000557_0.001525_0.000000_0.000000_0.000000_0.000396_0.000000_0.005658_0.002334_0.000000_0.000000_0.000000_0.000000_0.000000_0.000124_0.000000_0.000000_0.000000_0.001072_0.000000_0.000000_0.000000_0.000000_0.000000_0.000134_0.000000_0.000000_0.000001_0.000000_0.000000_0.000000_,-5344.705566_0.000000_0.000000_0.000000_-581.364685_0.000000_-164.206497_0.000000_0.000000_0.000000_0.000000_-310.494507_0.000000_0.000000_-3184.760498_-4701.162109_-4900.114746_-457.027191_0.000000_-1591.703857_-1226.027588_-37.657299_-28.641451_-1982.36,0.000000_0.000000_0.000000_3411.657471_3420.081299_2616.766357_2981.839355_3342.035400_3050.763672_2978.914307_2680.952393_2464.316162_2399.437012_2394.535645_2302.057129_1646.596802_968.185608_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_357.049744_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1048.661987_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1944.051514_-1087.832642_-796.671875_-756.496826_-4430.530273_-1351.855835_-2306.873291_-1257.314941_-538.121704_-562.536011_-2917.324707_-4909.425293_-3315.385986_-993.304810_-6831.982910_-2512.731689_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1160.694458_1180.219849_,0,,,,
0.91119,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-772.974731_-3572.000000_-1976.000000_-869.251404_-3211.000000_-418.000000_-1900.000000_-1638.536621_-3572.000000_-1892.031372_-2356.000000_-3610.000000_-1938.000000_-2432.000000_-3686.000000_-916.782837_-3610.000000_-3876.000000_-935.611877_-3876.000000_,0.000000_0.000000_3929.290527_2320.957275_3470.048584_4067.525391_4106.881348_4045.592285_3975.183838_3983.647949_4090.458496_4161.323730_4107.634766_4040.068848_4018.833252_4016.397217_4002.033203_4018.291748_3968.605469_3924.285156_4002.476562_4077.147705_3982.197266_3956.596191_4045.812744_4082.874023_3996.265869_4017.294189_3918.741211_3863.728760_3851.293213_,0,,,,
0.733416,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.999440_1.000000_1.000000_1.000000_0.998325_0.997267_1.000000_1.000000_1.000000_1.000000_1.000000_0.999975_1.000000_1.000000_1.000000_,-4396.703613_-15538.481445_-1752.008057_-6621.732422_-15048.700195_-1096.874756_-6456.324707_-6384.563477_-15412.659180_-5635.404297_-7569.026367_-16244.484375_-10039.827148_-10872.267578_-16116.355469_-4842.523438_-6264.955078_-808.830017_-5723.611816_-1,0.000000_0.000000_-3336.661621_-906.570801_-514.984436_-569.882324_-476.717255_-513.849670_-531.888000_-712.751404_-733.008606_-559.587097_-548.293396_-301.389801_-138.930817_0.000000_0.000000_0.000000_-319.286652_0.000000_0.000000_0.000000_-67.266808_-103.198891_-139.914734_-205.605835_0.000000_0.000000_0.000000_-366.734100_-363.027069_,1,,,,
0.744575,0.500000_0.250000_0.318104_0.217150_0.390273_0.500579_0.444045_0.472041_0.577808_0.553705_0.405546_0.410788_0.466863_0.419598_0.451377_0.486176_0.469404_0.478696_0.355783_0.541367_0.575771_0.555760_0.423321_0.526899_0.491936_0.523578_0.459932_0.482749_0.465826_0.493979_0.509395_,-2634.811279_0.000000_0.000000_-353.414612_-5168.499512_-1910.199585_-223.712296_0.000000_-3239.000000_-699.625610_-1106.000000_-1369.993652_-3835.039795_-869.000000_-2844.000000_-4327.567383_-567.266785_-1994.085449_-3634.000000_-7432.638672_-3545.930420,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.288903,0.500000_0.750000_0.798939_0.760578_0.827678_0.899428_0.949714_0.974857_0.987429_0.993714_1.000000_1.000000_0.985191_0.997048_0.996742_0.995740_0.982178_0.981948_0.930948_0.966646_0.959211_0.946555_0.952673_0.967651_0.954781_0.948282_0.954555_0.949246_0.951298_0.950598_0.948569_,-2029.740845_-275.093994_-1291.546387_-237.735001_-2351.794434_-760.467224_-568.961975_-664.878418_-3370.204102_0.000000_0.000000_-712.982422_-3395.654297_-703.152283_-5157.948242_-475.720490_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-997.406006_-976.029846_-568.421204_-591.168579_-250.058136_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.933354,0.500000_0.401361_0.214092_0.107046_0.053523_0.026762_0.013381_0.006690_0.003345_0.005758_0.000000_0.000000_0.012395_0.002952_0.003258_0.004260_0.013498_0.018052_0.066372_0.026415_0.038996_0.053445_0.046506_0.032043_0.045219_0.051043_0.045445_0.050728_0.048702_0.049402_0.051431_,-5708.330566_-1884.599609_-1462.128052_-532.394775_-2628.566162_-7885.517090_-5818.299316_-1745.305786_-3943.589355_-3206.753418_-4934.384766_-803.380615_-4085.396729_-160.949997_-327.120514_-336.878113_-434.907593_-250.947601_-228.169205_-210.285294_-121,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.688934,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.078449_0.064946_0.032473_0.016236_0.000000_0.000000_0.004509_0.006258_0.012795_0.000000_0.001697_0.008382_0.005483_0.009840_0.000000_0.007664_0.002702_0.000000_0.005959_0.005327_0.000379_0.000113_0.000000_0.000000_0.000000_,0.000000_-410.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-2706.000000_-410.000000_0.000000_-410.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-410.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_273.495514_128.879745_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.011697_0.016065_0.000000_0.004313_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-507.085602_0.000000_0.000000_-772.236023_-151.435440_-274.280762_-616.675293_-389.242798_0.000000_-322.185608_-732.434387_0.000000_-707.896790_-555.436829_-120.987000_-2528.313965_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.100124,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-2760.000000_-506.000000_-789.233582_-2162.000000_-2898.000000_-2162.000000_-2162.000000_-2162.000000_-1964.766846_-2162.000000_-3082.000000_-1759.055542_-2622.000000_-2162.000000_-2162.000000_-2530.000000_-506.000000_-495.658813_-2254.000000_-4370.000000,0.000000_0.000000_-3918.974365_-3910.935547_-3680.287354_-3724.426270_-3547.699951_-3657.068848_-3544.291748_-3538.016602_-3462.221436_-3543.730469_-3544.050537_-3432.356201_-3436.617676_-3430.531250_-3403.283203_-3399.159180_-3390.844238_-3411.516357_-3477.357666_-3442.812256_-3489.793701_-3480.257324_-3478.018555_-3491.620361_-3513.557129_-3514.179932_-3512.850342_-3517.593018_-3518.256836_,1,,,,
0.933354,0.500000_0.250000_0.125000_0.062500_0.031250_0.077347_0.038674_0.019337_0.009668_0.004834_0.000000_0.000000_0.000000_0.023598_0.013551_0.000000_0.000437_0.000173_0.001444_0.000000_0.000000_0.005721_0.000000_0.000000_0.000000_0.000000_0.002532_0.000462_0.000000_0.000000_0.000000_,-4016.732910_-2994.274414_-2816.094482_-3361.289795_-4014.456543_-2599.222412_-3556.392578_-3689.613037_-2838.000000_-3132.041748_-3656.697510_-4593.683594_-3327.266357_-4214.758789_-5031.035645_-3389.443115_-3306.822998_-2129.418945_-3305.285645_-5346.00,0.000000_0.000000_1055.575684_492.460815_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.855549,0.500000_0.564608_0.449759_0.330235_0.442558_0.373475_0.394713_0.390525_0.446465_0.432172_0.370981_0.464681_0.394991_0.364524_0.352006_0.382035_0.387966_0.373479_0.369486_0.356678_0.377526_0.363419_0.336409_0.346094_0.335753_0.345036_0.340406_0.336057_0.339447_0.337897_0.338338_,-2250.567871_-163.837799_-4462.248535_-6405.620117_-12108.522461_-7080.000000_-3663.487061_-4631.114258_0.000000_-5786.718262_-2641.843018_-12294.702148_-14615.469727_-256.579590_-6559.537598_-3168.013916_-1169.544922_-1698.541992_-3509.576904_-6113.58496,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.655611,0.500000_0.250000_0.171183_0.175105_0.087553_0.072167_0.109908_0.157830_0.089072_0.124542_0.195213_0.097144_0.182899_0.194762_0.217678_0.195856_0.189660_0.204306_0.207530_0.221213_0.200365_0.211007_0.241482_0.231796_0.242137_0.232855_0.235950_0.241553_0.238443_0.239994_0.239553_,-706.288696_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1772.621948_0.000000_0.000000_0.000000_0.000000_-434.639191_0.000000_0.000000_-115.625397_-3376.723145_0.000000_0.000000_-566.228027_0.000000_-785.031982_-886.31,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000275_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.277898,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-4571.315918_-5835.523438_-5069.590332_-3477.137451_-4439.831055_-6408.000000_-3321.964844_-4124.729004_-6351.876953_-1932.746460_-6701.153320_-5657.942871_-4575.057129_-3485.152100_-6376.450195_-3936.410889_-5170.424805_-5392.311035_-3266.401855_-5212.24,0.000000_0.000000_-2233.752686_-1662.339478_-1240.707764_-1488.503784_-1201.995850_-1251.631592_-1672.149414_-1794.888428_-1778.112549_-1585.197144_-1473.765869_-1151.684937_-951.221985_-817.035583_-559.248474_-525.725891_-710.282043_-844.315369_-679.358276_-256.171112_-201.471619_-376.712585_-566.141052_-551.576294_-301.276917_-252.232956_-157.197845_-179.677658_-179.136414_,1,,,,
0.0111593,0.500000_0.296235_0.271831_0.135915_0.204796_0.162520_0.257673_0.256405_0.318550_0.250159_0.247545_0.110006_0.142368_0.225391_0.252339_0.221846_0.193592_0.255379_0.135925_0.376550_0.359737_0.225570_0.210889_0.327941_0.302541_0.288249_0.281009_0.284737_0.261939_0.268747_0.270476_,-588.873596_0.000000_0.000000_-772.236023_-134.609283_-522.000000_0.000000_-389.242798_0.000000_-286.387207_-284.835602_0.000000_0.000000_0.000000_0.000000_-435.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.0000,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.133447,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-7500.000000_-3509.207764_-3085.843506_-1542.576050_-5175.000000_-5700.000000_-7500.000000_-2679.816895_-3999.710449_-6213.609375_-7050.000000_-1200.000000_-1500.000000_-1102.604858_-2322.810547_0.000000_0.000000_0.000000_-565.545593_0.000000_-600.000000_,0.000000_0.000000_0.000000_-1428.137451_-757.784973_-1243.248535_-922.575562_-917.660889_-910.932983_-1378.991455_-1383.511841_-1475.701050_-1589.386597_-1582.151855_-1568.383301_-1607.265381_-1601.503906_-1635.971191_-1691.182373_-1711.180542_-1665.404663_-1661.016602_-1661.298462_-1747.029663_-1786.861450_-1780.134888_-1747.339600_-1747.748779_-1687.917603_-1676.764648_-1677.196777_,1,,,,
0.822226,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.004117_0.000000_0.000120_0.000000_0.000000_0.000000_0.000000_0.005911_0.000000_0.000000_0.000091_0.000021_0.000000_0.000000_0.000000_,-40.921600_-170.996399_-3.087160_-29.453199_0.000000_-1579.473633_0.000000_-17.473400_0.000000_0.000000_0.000000_-26.407000_0.000000_0.000000_0.000000_-613.823975_-79.470100_0.000000_-88.359596_-3679.272705_-1348.832031_-865.834778_-200.944107_0.000000_-3,0.000000_0.000000_0.000000_2658.452148_2252.109863_1725.761719_1494.177734_1710.799438_1428.747070_1080.185913_1227.210938_1244.525635_996.385254_644.860168_439.649231_379.572174_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000057_0.000116_0.000010_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-151.270401_0.000000_0.000000_0.000000_0.000000_0.000000_-1015.500122_,0.000000_0.000000_0.000000_0.000000_0.000000_5588.315918_5290.120117_4967.755371_5081.383789_4408.609375_4652.598633_5091.476562_4744.764160_1799.467773_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_5055.252441_5063.226074_,0,,,,
0.66677,0.500000_0.503478_0.659245_0.829622_0.914811_0.873835_0.863093_0.882481_0.941241_0.970620_1.000000_0.983935_0.983395_0.986941_0.988049_0.986265_0.999312_0.998713_1.000000_0.994967_0.998325_0.983815_0.995061_1.000000_0.994196_0.996780_0.999666_0.999147_1.000000_1.000000_1.000000_,0.000000_-1670.954102_-3447.277344_-1270.104736_-1764.050049_-675.815430_-863.427979_-399.913147_-1372.764404_-675.153015_-1434.068359_-79.175003_-584.192017_0.000000_0.000000_-2994.284424_-11797.521484_-10403.964844_-2065.933838_-7483.250977_-7604.229492_-4281.562988_-3938.500244_-8883.562500_-6048.708984_-8155.310547_-5343.862793_-8031.802246_-8683.127930_-6188.522461_-4410.752441_,0.000000_0.000000_0.000000_-881.861633_0.000000_0.000000_0.000000_0.000000_-858.961609_-681.560608_-626.776978_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-22.372662_0.000000_0.000000_0.000000_0.000000_-208.475189_0.000000_0.000000_0.000000_0.000000_0.000000_-40.137180_-104.391487_,1,,,,
0,0.500000_0.479412_0.269453_0.192457_0.373669_0.667136_0.541543_0.365180_0.446090_0.380041_0.374496_0.443439_0.376739_0.363057_0.362019_0.373401_0.387966_0.373332_0.372718_0.368316_0.377526_0.346248_0.348106_0.278318_0.335753_0.345623_0.336850_0.335992_0.338556_0.337137_0.337650_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-813.047974_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1591.865112_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.344544,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.41119,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000902_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-204.608002_0.000000_-46.307400_0.000000_0.000000_0.000000_-577.468811_-183.470703_0.000000_0.000000_-106.746399_0.000000_0.000000_0.000000_-638.382996_-1688.015991_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_592.068115_591.390808_,0,,,,
